location,block,pasture,Livestock,patch,Hectares,LastBurn,Status_2017,Status_2018,date,FireNum,Patch-Num,plot,array,DL,TC,MaxC,LAI,SVMC,FM,FM_cor,FMC,KgHa,AirTemp,RH,WindSpeed,MaxWindSpeed,WindDir,Burn,MaxTempTime,ROS_1m/s,ROS_1m_mph,SH_Singe,SH_Char,SH_Black,SH_Broken
CGREC,BOB,SW,Cattle,SE,13.2,Unburned,0,1,5/3/2018,2,1,3,1,7,2,449.75,0.41,12.8,0.13,13.16,13.16,1641.60,22.20,24.52,18.99,32.91,253.50,,16:09:10.0,,,115.67,107.33,84.33,49.33
CGREC,BOB,SW,Cattle,SE,13.2,Unburned,0,1,5/3/2018,2,1,3,1,7,3,508.75,1.84,14.6,0.15,14.89,14.89,1289.60,22.20,24.52,18.99,32.91,253.50,,16:09:09.0,,,115.67,107.33,84.33,49.33
CGREC,BOB,SW,Cattle,SE,13.2,Unburned,0,1,5/3/2018,2,1,3,1,7,4,98.25,,,,,,,22.20,24.52,18.99,32.91,253.50,,16:13:34.0,,,,,,
CGREC,BOB,SW,Cattle,SE,13.2,Unburned,0,1,5/3/2018,2,1,3,1,7,5,579.50,,,,,,,22.20,24.52,18.99,32.91,253.50,,16:09:10.1,,,,,,
CGREC,BOB,SW,Cattle,SE,13.2,Unburned,0,1,5/3/2018,2,1,3,2,5,1,174.00,0.43,26.0,0.13,12.54,12.54,1913.60,22.20,24.52,18.99,32.91,253.50,,16:10:33.0,0.0162,0.04,23.00,19.00,,
CGREC,BOB,SW,Cattle,SE,13.2,Unburned,0,1,5/3/2018,2,1,3,2,5,2,99.00,0.31,21.7,0.19,18.68,18.68,1113.60,22.20,24.52,18.99,32.91,253.50,,16:10:36.1,,,23.00,19.00,,
CGREC,BOB,SW,Cattle,SE,13.2,Unburned,0,1,5/3/2018,2,1,3,2,5,3,197.75,0.49,17.4,0.08,8.10,8.10,2665.60,22.20,24.52,18.99,32.91,253.50,,16:09:41.0,,,23.00,19.00,,
CGREC,BOB,SW,Cattle,SE,13.2,Unburned,0,1,5/3/2018,2,1,3,2,5,4,305.75,,,,,,,22.20,24.52,18.99,32.91,253.50,,16:10:14.0,,,,,,
CGREC,BOB,SW,Cattle,SE,13.2,Unburned,0,1,5/3/2018,2,1,3,2,5,5,148.75,,,,,,,22.20,24.52,18.99,32.91,253.50,,16:10:08.0,,,,,,
CGREC,BOB,SW,Cattle,SE,13.2,Unburned,0,1,5/3/2018,2,1,3,3,1,1,,0.98,1.0,0.12,12.40,12.40,2129.60,,,,,,,,,,115.00,108.67,88.33,43.67
CGREC,BOB,SW,Cattle,SE,13.2,Unburned,0,1,5/3/2018,2,1,3,3,1,2,,0.89,20.9,0.12,12.49,12.49,1409.60,,,,,,,,,,115.00,108.67,88.33,43.67
CGREC,BOB,SW,Cattle,SE,13.2,Unburned,0,1,5/3/2018,2,1,3,3,1,3,,0.32,25.6,0.15,14.51,14.51,1433.60,,,,,,,,,,115.00,108.67,88.33,43.67
CGREC,BOB,SW,Cattle,SE,13.2,Unburned,0,1,5/3/2018,2,1,3,3,1,4,,,,,,,,,,,,,,,,,,,,
CGREC,BOB,SW,Cattle,SE,13.2,Unburned,0,1,5/3/2018,2,1,3,3,1,5,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,1,1,5,1,47.00,0.18,11.9,1.25,125.40,125.40,497.60,24.87,30.04,18.34,32.97,218.55,,13:41:26.0,0.0189,0.04,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,1,1,5,2,45.50,0.13,10.7,1.49,148.55,148.55,441.60,24.87,30.04,18.34,32.97,218.55,,13:42:01.1,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,1,1,5,3,42.25,0.45,12.5,0.41,40.70,40.70,825.60,24.87,30.04,18.34,32.97,218.55,,13:41:09.1,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,1,1,5,4,43.75,,,,,,,25.24,29.75,16.75,31.58,224.20,,13:59:21.0,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,1,1,5,5,41.75,,,,,,,24.87,30.04,18.34,32.97,218.55,,13:42:01.0,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,1,2,1,1,,0.47,9.9,0.56,55.94,55.94,1601.60,,,,,,,,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,1,2,1,2,,0.56,8.8,0.64,63.78,63.78,313.60,,,,,,,,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,1,2,1,3,,0.62,7.4,2.53,252.84,252.84,281.60,,,,,,,,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,1,2,1,4,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,1,2,1,5,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,1,3,7,1,48.25,0.44,8.5,1.02,102.19,102.19,657.60,25.24,29.75,16.75,31.58,224.20,,13:48:46.0,0.0152,0.03,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,1,3,7,2,67.75,0.26,8.7,0.91,91.34,91.34,849.60,25.24,29.75,16.75,31.58,224.20,,13:48:22.0,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,1,3,7,3,78.25,0.60,9.9,0.54,54.47,54.47,1233.60,25.24,29.75,16.75,31.58,224.20,,13:47:41.0,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,1,3,7,4,258.00,,,,,,,25.24,29.75,16.75,31.58,224.20,,13:49:05.1,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,1,3,7,5,62.75,,,,,,,25.24,29.75,16.75,31.58,224.20,,13:48:15.0,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,2,1,6,1,,0.29,19.9,0.60,59.75,59.75,1673.60,,,,,,,,,,40.33,31.67,26.00,17.50
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,2,1,6,2,,0.87,28.6,1.13,112.54,112.54,561.60,,,,,,,,,,40.33,31.67,26.00,17.50
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,2,1,6,3,,0.48,24.5,0.61,60.70,60.70,1001.60,,,,,,,,,,40.33,31.67,26.00,17.50
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,2,1,6,4,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,2,1,6,5,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,2,2,4,1,281.00,0.90,28.0,0.59,59.33,59.33,1577.60,24.87,30.04,18.34,32.97,218.55,1,13:36:27.1,0.0538,0.12,54.00,46.00,36.00,28.00
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,2,2,4,2,222.25,1.54,29.6,0.44,44.39,44.39,1297.60,24.87,30.04,18.34,32.97,218.55,1,13:36:09.0,,,54.00,46.00,36.00,28.00
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,2,2,4,3,198.75,1.07,25.8,0.71,70.97,70.97,2761.60,24.87,30.04,18.34,32.97,218.55,1,13:36:22.0,,,54.00,46.00,36.00,28.00
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,2,2,4,4,39.15,,,,,,,24.87,30.04,18.34,32.97,218.55,,13:37:41.1,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,2,2,4,5,53.13,,,,,,,24.87,30.04,18.34,32.97,218.55,,14:43:00.1,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,2,3,9,1,294.25,0.75,18.2,1.20,119.89,119.89,1681.60,24.87,30.04,18.34,32.97,218.55,1,13:36:37.0,0.0405,0.09,46.33,40.33,33.33,19.00
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,2,3,9,2,338.00,1.37,19.2,0.56,55.66,55.66,2673.60,24.87,30.04,18.34,32.97,218.55,1,13:36:13.1,,,46.33,40.33,33.33,19.00
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,2,3,9,3,256.25,1.53,22.9,0.58,58.02,58.02,2633.60,24.87,30.04,18.34,32.97,218.55,1,13:36:20.0,,,46.33,40.33,33.33,19.00
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,2,3,9,4,194.75,,,,,,,24.87,30.04,18.34,32.97,218.55,1,13:37:11.1,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,2,3,9,5,237.75,,,,,,,24.87,30.04,18.34,32.97,218.55,1,13:36:19.0,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,3,1,3,1,168.75,1.17,17.9,0.70,69.97,69.97,1017.60,24.87,30.04,18.34,32.97,218.55,1,13:31:31.0,0.0077,0.02,62.00,59.00,44.00,25.00
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,3,1,3,2,117.50,0.44,18.4,0.45,45.19,45.19,3257.60,24.87,30.04,18.34,32.97,218.55,1,13:33:26.0,,,62.00,59.00,44.00,25.00
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,3,1,3,3,306.00,1.29,17.9,0.71,71.20,71.20,1505.60,24.87,30.04,18.34,32.97,218.55,1,13:31:37.0,,,62.00,59.00,44.00,25.00
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,3,1,3,4,107.25,,,,,,,24.87,30.04,18.34,32.97,218.55,1,13:31:57.1,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,3,1,3,5,40.23,,,,,,,25.46,30.64,18.07,32.43,230.20,,14:27:52.0,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,3,2,2,1,204.25,1.01,17.2,0.39,38.69,38.69,3225.60,24.87,30.04,18.34,32.97,218.55,1,13:26:15.1,0.1387,0.31,34.67,31.33,30.00,24.50
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,3,2,2,2,218.50,1.38,17.8,0.41,40.59,40.59,2601.60,24.87,30.04,18.34,32.97,218.55,1,13:26:08.0,,,34.67,31.33,30.00,24.50
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,3,2,2,3,171.50,0.95,15.3,0.44,43.56,43.56,3489.60,24.87,30.04,18.34,32.97,218.55,1,13:26:13.0,,,34.67,31.33,30.00,24.50
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,3,2,2,4,80.00,,,,,,,24.87,30.04,18.34,32.97,218.55,1,13:28:45.1,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,3,2,2,5,42.17,,,,,,,25.46,30.64,18.07,32.43,230.20,,14:34:57.0,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,3,3,8,1,168.50,0.23,19.5,0.56,55.96,55.96,2201.60,24.87,30.04,18.34,32.97,218.55,1,13:29:12.0,,,37.00,33.50,31.00,26.00
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,3,3,8,2,338.75,0.35,26.3,0.86,85.90,85.90,1089.60,24.87,30.04,18.34,32.97,218.55,1,13:27:11.0,,,37.00,33.50,31.00,26.00
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,3,3,8,3,115.00,0.90,19.9,0.70,69.87,69.87,2049.60,24.87,30.04,18.34,32.97,218.55,1,13:27:11.0,,,37.00,33.50,31.00,26.00
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,3,3,8,4,132.50,,,,,,,24.87,30.04,18.34,32.97,218.55,1,13:27:24.1,,,,,,
CGREC,BAR,NW,Cattle,NW,18.4,Unburned,0,1,5/15/2018,1,1,3,3,8,5,118.50,,,,,,,24.87,30.04,18.34,32.97,218.55,1,13:28:35.0,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,1,1,1,1,,0.21,10.0,0.41,40.78,40.78,1353.60,,,,,,,,,,71.50,64.50,52.00,29.50
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,1,1,1,2,,0.17,18.3,0.25,25.15,25.15,1049.60,,,,,,,,,,71.50,64.50,52.00,29.50
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,1,1,1,3,,1.21,22.1,0.31,30.52,30.52,1441.60,,,,,,,,,,71.50,64.50,52.00,29.50
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,1,1,1,5,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,1,2,2,1,268.00,0.21,27.6,0.37,37.48,37.48,2433.60,25.51,33.52,19.67,30.34,240.25,1,17:20:44.0,,,43.67,35.33,28.33,19.00
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,1,2,2,2,257.25,0.40,12.0,0.40,39.67,39.67,1633.60,25.51,33.52,19.67,30.34,240.25,1,17:20:44.0,,,43.67,35.33,28.33,19.00
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,1,2,2,3,249.25,0.60,12.3,0.34,33.91,33.91,825.60,25.51,33.52,19.67,30.34,240.25,1,17:20:47.0,,,43.67,35.33,28.33,19.00
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,1,2,2,4,94.25,,,,,,,25.51,33.52,19.67,30.34,240.25,1,17:21:49.0,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,1,2,2,5,37.33,,,,,,,25.67,31.53,19.39,33.27,236.20,,15:00:03.1,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,1,3,5,1,210.00,0.71,20.8,0.46,45.68,45.68,1593.60,25.51,33.52,19.67,30.34,240.25,1,17:21:36.0,0.0332,0.07,43.67,35.00,31.00,20.00
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,1,3,5,2,321.00,0.59,23.1,0.48,47.92,47.92,2153.60,25.51,33.52,19.67,30.34,240.25,1,17:21:34.1,,,43.67,35.00,31.00,20.00
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,1,3,5,3,333.00,0.27,19.7,0.54,53.90,53.90,1721.60,25.51,33.52,19.67,30.34,240.25,1,17:22:01.0,,,43.67,35.00,31.00,20.00
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,1,3,5,4,565.75,,,,,,,25.51,33.52,19.67,30.34,240.25,1,17:22:47.1,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,1,3,5,5,238.75,,,,,,,25.51,33.52,19.67,30.34,240.25,1,17:21:42.0,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,2,1,3,1,63.75,0.26,24.9,0.25,25.12,25.12,1305.60,25.09,34.82,19.38,30.28,237.50,,17:49:33.0,0.0106,0.02,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,2,1,3,2,55.25,0.43,26.1,1.21,121.08,121.08,713.60,25.09,34.82,19.38,30.28,237.50,,17:48:22.0,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,2,1,3,3,41.75,0.16,24.5,0.31,30.80,30.80,2129.60,25.09,34.82,19.38,30.28,237.50,,17:48:04.0,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,2,1,3,4,43.50,,,,,,,25.09,34.82,19.38,30.28,237.50,,17:48:30.0,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,2,1,3,5,31.53,,,,,,,25.67,31.53,19.39,33.27,236.20,,15:00:27.0,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,2,2,7,1,76.75,0.30,10.8,0.47,46.82,46.82,1281.60,25.51,33.52,19.67,30.34,240.25,1,17:40:50.0,0.0135,0.03,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,2,2,7,2,97.00,0.25,20.4,0.39,39.32,39.32,1505.60,25.51,33.52,19.67,30.34,240.25,1,17:40:07.1,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,2,2,7,3,138.50,0.23,24.3,0.45,45.27,45.27,1961.60,25.51,33.52,19.67,30.34,240.25,1,17:39:36.0,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,2,2,7,4,116.75,,,,,,,25.51,33.52,19.67,30.34,240.25,1,17:39:40.0,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,2,2,7,5,99.50,,,,,,,25.51,33.52,19.67,30.34,240.25,1,17:39:49.0,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,2,3,8,1,87.00,0.14,19.6,1.08,107.73,107.73,289.60,25.51,33.52,19.67,30.34,240.25,1,17:42:53.1,0.0081,0.02,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,2,3,8,2,50.25,0.18,8.5,0.71,71.43,71.43,761.60,25.51,33.52,19.67,30.34,240.25,,17:40:50.0,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,2,3,8,3,43.00,0.10,20.4,0.51,51.39,51.39,1961.60,25.51,33.52,19.67,30.34,240.25,,17:41:43.0,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,2,3,8,4,36.00,,,,,,,25.67,31.53,19.39,33.27,236.20,,15:02:38.1,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,2,3,8,5,76.00,,,,,,,25.51,33.52,19.67,30.34,240.25,,17:43:04.0,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,3,1,6,1,,0.49,20.4,0.81,81.28,81.28,2145.60,,,,,,,,,,44.33,42.50,35.50,26.50
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,3,1,6,2,,0.67,20.9,0.64,64.39,64.39,1217.60,,,,,,,,,,44.33,42.50,35.50,26.50
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,3,1,6,3,,0.67,14.2,0.33,33.29,33.29,1177.60,,,,,,,,,,44.33,42.50,35.50,26.50
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,3,1,6,4,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,3,1,6,5,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,3,2,9,1,458.25,0.48,15.6,0.25,25.33,25.33,2273.60,25.92,32.21,19.96,30.39,243.00,1,16:57:10.1,0.0357,0.08,88.00,79.67,55.33,43.33
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,3,2,9,2,226.25,1.14,27.4,0.16,15.66,15.66,3321.60,25.92,32.21,19.96,30.39,243.00,1,16:56:42.1,,,88.00,79.67,55.33,43.33
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,3,2,9,3,550.00,0.97,20.8,0.22,21.50,21.50,3385.60,25.92,32.21,19.96,30.39,243.00,1,16:56:57.1,,,88.00,79.67,55.33,43.33
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,3,2,9,4,198.50,,,,,,,25.92,32.21,19.96,30.39,243.00,1,16:58:14.0,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,3,2,9,5,314.25,,,,,,,25.92,32.21,19.96,30.39,243.00,1,16:57:03.0,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,3,3,4,1,238.25,1.29,11.5,1.53,153.48,153.48,505.60,25.92,32.21,19.96,30.39,243.00,1,16:57:06.0,0.0655,0.15,47.00,38.00,34.50,21.50
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,3,3,4,2,242.00,0.40,20.3,0.17,16.55,16.55,4929.60,25.92,32.21,19.96,30.39,243.00,1,16:56:51.1,,,47.00,38.00,34.50,21.50
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,3,3,4,3,85.00,0.22,28.9,0.89,89.20,89.20,977.60,25.92,32.21,19.96,30.39,243.00,1,16:57:01.0,,,47.00,38.00,34.50,21.50
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,3,3,4,4,49.00,,,,,,,25.92,32.21,19.96,30.39,243.00,,16:58:05.0,,,,,,
CGREC,BAR,NE,Cattle,NE,17.4,Unburned,0,1,5/15/2018,2,1,3,3,4,5,42.49,,,,,,,25.67,31.53,19.39,33.27,236.20,,15:00:00.1,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,1,1,8,1,274.75,0.62,8.3,0.75,75.07,75.07,1225.60,26.91,30.68,5.94,19.16,223.10,,12:30:52.1,,,27.00,25.00,23.00,21.00
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,1,1,8,2,42.50,0.42,7.8,0.39,38.80,38.80,4041.60,27.57,29.10,6.92,19.82,199.15,,13:21:25.0,,,27.00,25.00,23.00,21.00
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,1,1,8,3,43.00,1.20,4.9,0.80,80.26,80.26,737.60,27.28,29.11,5.00,14.41,202.90,,13:00:33.0,,,27.00,25.00,23.00,21.00
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,1,1,8,4,61.00,,,,,,,26.91,30.68,5.94,19.16,223.10,,12:32:07.0,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,1,1,8,5,89.25,,,,,,,26.91,30.68,5.94,19.16,223.10,,12:32:01.1,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,1,2,3,1,43.25,0.23,6.5,0.73,72.65,72.65,561.60,27.28,29.11,5.00,14.41,202.90,,12:58:33.0,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,1,2,3,2,40.50,0.22,9.6,0.76,75.80,75.80,1097.60,27.57,29.10,6.92,19.82,199.15,,13:18:36.0,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,1,2,3,3,46.25,0.17,7.8,3.41,340.86,340.86,673.60,27.57,29.10,6.92,19.82,199.15,,13:19:00.0,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,1,2,3,4,45.50,,,,,,,26.54,32.25,6.88,23.90,243.30,,11:59:55.0,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,1,2,3,5,37.98,,,,,,,27.28,29.11,5.00,14.41,202.90,,13:04:28.1,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,1,3,7,1,43.75,0.16,10.7,0.94,94.10,94.10,705.60,27.57,29.10,6.92,19.82,199.15,,13:18:13.1,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,1,3,7,2,47.50,0.36,6.9,1.15,115.23,115.23,409.60,27.57,29.10,6.92,19.82,199.15,,13:17:45.0,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,1,3,7,3,48.00,0.09,7.1,0.53,52.69,52.69,1457.60,27.28,29.11,5.00,14.41,202.90,,12:59:31.1,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,1,3,7,4,46.00,,,,,,,27.57,29.10,6.92,19.82,199.15,,13:19:20.0,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,1,3,7,5,46.00,,,,,,,27.57,29.10,6.92,19.82,199.15,,13:20:21.1,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,2,1,9,1,97.00,0.83,6.9,0.55,54.82,54.82,2553.60,26.54,32.25,6.88,23.90,243.30,,12:12:00.1,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,2,1,9,2,71.00,0.64,12.1,0.68,68.21,68.21,1313.60,26.54,32.25,6.88,23.90,243.30,,12:11:31.0,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,2,1,9,3,52.75,0.83,9.4,0.94,93.77,93.77,2337.60,26.54,32.25,6.88,23.90,243.30,,12:10:46.0,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,2,1,9,4,731.75,,,,,,,26.54,32.25,6.88,23.90,243.30,1,12:13:08.0,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,2,1,9,5,109.50,,,,,,,26.54,32.25,6.88,23.90,243.30,1,12:11:26.0,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,2,2,4,1,126.00,1.05,12.9,0.37,37.33,37.33,2657.60,26.54,32.25,6.88,23.90,243.30,1,12:04:31.0,,,38.50,30.00,23.00,22.00
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,2,2,4,2,141.25,1.15,11.8,0.66,65.57,65.57,585.60,26.54,32.25,6.88,23.90,243.30,1,12:03:29.0,,,38.50,30.00,23.00,22.00
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,2,2,4,3,117.00,0.36,16.0,0.44,43.64,43.64,1961.60,26.54,32.25,6.88,23.90,243.30,1,12:03:31.0,,,38.50,30.00,23.00,22.00
